;;;;;;;;;;;;;;;;;;;Golden Standard;;;
Matrix size = 50;;;Matrix size = 50;;;Matrix size = 50;;;Matrix size = 50;;;;;;;;;;Matrix size = 50;;;
;;;;;;;;;;;;;;;;;;;Execution time;;;
0,004068;0,217318; ;0,00402;0,216482; ;0,004256;0,213948; ;0,008804;0,21552; ;;;;;;;;0,354476;;;
0,004128;0,21533; ;0,00422;0,215008; ;0,004174;0,213654; ;0,009138;0,216802; ;;;;;;;;0,350467;;;
0,004016;0,217912; ;0,004062;0,21163; ;0,00426;0,219814; ;0,009052;0,219716; ;;;;;;;;0,34878;;;
Average Execution;;;;;;;;;;;;;;;;;;;0,353785;;;
Matrix size = 500;;;Matrix size = 500;;;Matrix size = 500;;;Matrix size = 500;;;;;;;;;;0,3518;;;
Number of Work Groups = 500;;;Number of Work Groups = 100;;;Number of Work Groups = 50;;;Number of Work Groups = 10;;;;;;;;;;;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;;;;;;;Matrix size = 550;;;
0,00492;0,21693; ;0,005314;0,215256; ;0,006012;0,224686; ;0,011276;0,217852; ;;;;;;;;Execution time;;;
0,005286;0,21684; ;0,005432;0,21704; ;0,011518;0,219564; ;0,011124;0,215278; ;;;;;;;;0,479458;;;
0,005174;0,217396; ;0,005394;0,219372; ;0,011474;0,21518; ;0,011272;0,21775; ;;;;;;;;0,474073;;;
0,00505;0,21365; ;0,005412;0,216284; ;0,00603;0,217674; ;0,011082;0,214796; ;;;;;;;;0,475916;;;
0,00988;0,212488; ;0,005482;0,221182; ;0,006178;0,215552; ;0,011016;0,216364; ;;;;;;;;0,475879;;;
0,005052;0,212878; ;0,005396;0,221548; ;0,006006;0,21648; ;0,011004;0,216344; ;;;;;;;;0,471569;;;
0,004914;0,21529; ;0,005474;0,21733; ;0,006016;0,221378; ;0,011056;0,215018; ;;;;;;;;0,478064;;;
0,005136;0,216244; ;0,005434;0,220006; ;0,006062;0,220834; ;0,011196;0,21476; ;;;;;;;;0,480371;;;
0,005536;0,221374; ;0,005502;0,218908; ;0,0062;0,227188; ;0,011028;0,21506; ;;;;;;;;0,475616;;;
0,005248;0,221508; ;0,005312;0,21566; ;0,00594;0,21233; ;0,011216;0,215394; ;;;;;;;;0,478849;;;
Average Execution;;;;;;;;;;;;;;;;;;;0,47609;;;
Matrix size = 550;;;Matrix size = 550;;;Matrix size = 550;;;Matrix size = 550;;;;;;;;;;;;;
Number of Work Groups = 550;;;Number of Work Groups = 110;;;Number of Work Groups = 55;;;Number of Work Groups = 11;;;;;;;;;;Matrix size = 600;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;;;;;;;Execution time;;;
0,006664;0,222; ;0,006716;0,220996; ;0,007332;0,219244; ;0,013604;0,217992; ;;;;;;;;0,613548;;;
0,006732;0,221324; ;0,006714;0,21665; ;0,007466;0,217754; ;0,014314;0,221204; ;;;;;;;;0,61305;;;
0,006708;0,218972; ;0,007028;0,216286; ;0,00748;0,218502; ;0,0134;0,215122; ;;;;;;;;0,612292;;;
0,006686;0,217752; ;0,00691;0,218068; ;0,00742;0,218494; ;0,013268;0,219898; ;;;;;;;;0,598848;;;
0,006756;0,21561; ;0,006708;0,221132; ;0,007432;0,221242; ;0,013218;0,217194; ;;;;;;;;0,599148;;;
0,006668;0,220232; ;0,006854;0,220032; ;0,007326;0,219856; ;0,013412;0,217198; ;;;;;;;;0,603764;;;
0,006748;0,220834; ;0,006564;0,214894; ;0,007358;0,22906; ;0,013344;0,215714; ;;;;;;;;0,610848;;;
0,006944;0,217536; ;0,006744;0,216808; ;0,00756;0,21534; ;0,013716;0,217916; ;;;;;;;;0,605496;;;
0,006934;0,217168; ;0,006788;0,216896; ;0,007422;0,216592; ;0,01343;0,216948; ;;;;;;;;0,603588;;;
0,006672;0,21584; ;0,006652;0,21742; ;0,007626;0,219126; ;0,013592;0,217864; ;;;;;;;;0,611478;;;
Average Execution;;;;;;;;;;;;;;;;;;;;;;
Matrix size = 600;;;Matrix size = 600;;;Matrix size = 600;;;Matrix size = 600;;;;;;;;;;Matrix size = 650;;;
Number of Work Groups = 600;;;Number of Work Groups = 120;;;Number of Work Groups = 60;;;Number of Work Groups = 12;;;;;;;;;;Execution time;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;;;;;;;0,798512;;;
0,007736;0,223752; ;0,007676;0,223298; ;0,008384;0,219792; ;0,016866;0,219838; ;;;;;;;;0,78738;;;
0,007812;0,216696; ;0,008154;0,217468; ;0,008584;0,216838; ;0,017028;0,217586; ;;;;;;;;0,794932;;;
0,0078;0,217808; ;0,0079;0,218058; ;0,008496;0,21686; ;0,017008;0,215348; ;;;;;;;;0,790748;;;
0,007942;0,228656; ;0,007964;0,217906; ;0,008572;0,215862; ;0,025128;0,227024; ;;;;;;;;0,788896;;;
0,00801;0,219236; ;0,016042;0,214998; ;0,008352;0,218448; ;0,031156;0,223296; ;;;;;;;;0,786124;;;
0,00792;0,219208; ;0,00812;0,214366; ;0,008282;0,215428; ;0,021048;0,222716; ;;;;;;;;0,787338;;;
0,007932;0,217014; ;0,007788;0,217288; ;0,008446;0,217602; ;0,01674;0,22236; ;;;;;;;;0,787888;;;
0,00774;0,216964; ;0,007774;0,215786; ;0,016006;0,213766; ;0,01601;0,22966; ;;;;;;;;0,786546;;;
0,007892;0,215002; ;0,007724;0,217082; ;0,008524;0,215844; ;0,01595;0,235072; ;;;;;;;;0,790264;;;
0,00774;0,21665; ;0,00772;0,217352; ;0,008518;0,214216; ;0,016292;0,21871; ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Matrix size = 700;;;
Matrix size = 650;;;Matrix size = 650;;;Matrix size = 650;;;Matrix size = 650;;;;;;;;;;Execution time;;;
Number of Work Groups = 650;;;Number of Work Groups = 130;;;Number of Work Groups = 65;;;Number of Work Groups = 13;;;;;;;;;;0,979624;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;;;;;;;0,98369;;;
0,010788;0,221196; ;0,011368;0,214488; ;0,012772;0,221144; ;0,027976;0,216822; ;;;;;;;;0,982148;;;
0,016644;0,21919; ;0,011398;0,215428; ;0,012698;0,225824; ;0,021502;0,221744; ;;;;;;;;0,978558;;;
0,010872;0,219014; ;0,01146;0,21624; ;0,012692;0,218428; ;0,0194;0,223604; ;;;;;;;;0,980332;;;
0,01086;0,221894; ;0,011466;0,219804; ;0,0126;0,226712; ;0,019186;0,220938; ;;;;;;;;0,978376;;;
0,010896;0,220776; ;0,011536;0,218626; ;0,012794;0,219528; ;0,022366;0,22001; ;;;;;;;;0,975344;;;
0,010762;0,21717; ;0,011432;0,221008; ;0,01255;0,221636; ;0,024218;0,218046; ;;;;;;;;0,980532;;;
0,011302;0,217584; ;0,011758;0,217848; ;0,01264;0,218296; ;0,018758;0,216708; ;;;;;;;;0,978908;;;
0,010524;0,22103; ;0,011502;0,217656; ;0,012972;0,218464; ;0,020574;0,214094; ;;;;;;;;0,977668;;;
0,011092;0,221938; ;0,011364;0,219116; ;0,012804;0,219614; ;0,022966;0,219976; ;;;;;;;;;;;
0,010706;0,22134; ;0,01173;0,21671; ;0,01325;0,217916; ;0,023796;0,219328; ;;;;;;;;Matrix size = 750;;;
;;;;;;;;;;;;;;;;;;;Execution time;;;
Matrix size = 700;;;Matrix size = 700;;;Matrix size = 700;;;Matrix size = 700;;;;;;;;;;1,25344;;;
Number of Work Groups = 700;;;Number of Work Groups = 140;;;Number of Work Groups = 70;;;Number of Work Groups = 14;;;;;;;;;;1,25414;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;;;;;;;1,25969;;;
0,012796;0,225088; ;0,01283;0,22074; ;0,014474;0,221656; ;0,022638;0,225408; ;;;;;;;;1,24911;;;
